tags|intent
crop###B-action the###I-intent right###I-mask side###I-mask of###I-mask the###I-intent picture###I-mask so###B-intent that###I-intent the###I-intent squatting###I-intent person###I-intent can###I-intent t###I-intent be###I-intent seen###I-intent|crop
darken###B-action the###B-mask contrast###B-attribute of###O the###B-mask boat###I-mask so###B-intent that###I-intent more###I-intent detail###I-intent is###I-intent visible###I-intent|adjust
darken###B-action the###B-mask contrast###B-attribute of###O the###B-mask sky###I-mask so###B-intent that###I-intent it###I-intent is###I-intent not###I-intent as###I-intent bright###I-intent|adjust
add###B-action a###B-mask few###I-mask swans###I-mask into###I-mask the###I-intent water###I-mask to###B-intent make###I-intent the###I-intent shot###I-intent more###I-intent fancy###I-intent|add
brighten###B-attribute up###B-value the###I-mask area###I-mask along###I-mask the###I-mask shore###I-mask line###I-mask including###I-mask trees###I-mask and###I-mask grass###I-mask|adjust
remove###B-action people###B-mask sitting###I-mask on###I-mask both###I-mask sides###I-mask of###I-mask the###I-mask shore###I-mask|delete
zoom###B-action in###B-value more###I-value on###O boat###B-mask|zoom
remove###B-action the###I-mask part###B-mask of###I-mask the###I-mask tree###I-mask that###I-mask is###I-mask blocking###I-mask the###I-mask boat###I-mask|delete
make###B-action the###O water###B-mask a###O brighter###B-value color###B-attribute of###O blue###B-value or###I-value green###I-value|adjust
make###B-action the###O sky###B-mask more###B-value blue###B-attribute|adjust
wait###B-comment until###I-comment the###I-comment person###I-comment is###I-comment seated###I-comment before###I-comment taking###I-comment the###I-comment photo###I-comment would###I-comment actually###I-comment be###I-comment best###I-comment if###I-comment they###I-comment were###I-comment not###I-comment in###I-comment it###I-comment|comment
take###B-comment the###I-comment photo###I-comment from###I-comment the###I-comment other###I-comment side###I-comment of###I-comment the###I-comment water###I-comment so###I-comment you###I-comment get###I-comment the###I-comment weeping###I-comment willow###I-comment tree###I-comment and###I-comment the###I-comment person###I-comment when###I-comment they###I-comment are###I-comment seated###I-comment|comment
take###B-comment the###I-comment picture###I-comment from###I-comment a###I-comment seated###I-comment position###I-comment so###I-comment that###I-comment it###I-comment opens###I-comment up###I-comment into###I-comment the###I-comment sky###I-comment|comment
move###B-comment closer###I-comment to###I-comment the###I-comment water###I-comment to###I-comment take###I-comment the###I-comment photo###I-comment|comment
get###B-action the###I-mask people###I-mask in###I-value the###I-mask water###I-mask more###B-value in###I-value focus###B-attribute|adjust
lighten###B-action the###B-mask brightness###B-attribute of###O the###B-mask image###I-mask|adjust
remove###B-action the###I-mask person###B-mask bent###I-mask over###I-mask on###I-mask the###I-mask right###I-mask side###I-mask of###I-mask the###I-mask photo###I-mask|delete
reduce###B-action the###B-mask brightness###B-attribute of###O the###B-mask boat###I-mask people###I-mask on###I-mask boat###I-mask so###B-intent it###I-intent is###I-intent clearer###I-intent to###I-intent view###I-intent|adjust
crop###B-action the###I-intent image###I-mask so###B-intent less###I-intent of###I-intent the###I-intent trees###I-intent on###I-intent both###I-intent sides###I-intent are###I-intent showing###I-intent and###I-intent the###I-intent focus###I-intent is###I-intent more###I-intent on###I-intent the###I-intent boat###I-intent|crop
slightly###B-value blur###B-attribute the###I-intent background###I-mask so###B-intent the###I-intent boat###I-intent is###I-intent the###I-intent main###I-intent focus###I-intent|adjust
take###B-action out###I-action the###I-mask fence###B-mask that###I-mask is###I-mask overlaid###I-mask on###I-mask the###I-mask player###I-mask|delete
lighten###B-attribute the###O photo###B-mask|adjust
increase###B-action the###O contrast###B-attribute|adjust
increase###B-action the###O resolution###B-attribute|adjust
lighten###B-attribute the###O background###B-mask|adjust
rotate###B-action the###I-intent image###B-mask slightly###B-value to###B-intent the###I-intent left###I-value to###B-intent get###I-intent a###I-intent better###I-intent angle###I-intent of###I-intent the###I-intent man###I-intent|rotate
brighten###B-attribute both###B-mask the###I-mask man###I-mask and###I-mask the###I-mask grass###I-mask in###I-mask the###I-mask background###I-mask|adjust
if###O possible###O use###O a###O cloning###O tool###O to###O edit###B-action out###I-action the###I-mask net###I-mask on###I-mask the###I-mask bottom###I-mask of###I-mask the###I-mask image###I-mask|delete
sharpen###B-attribute his###B-mask tennis###I-mask racket###I-mask to###B-intent where###I-intent it###I-intent doesn###I-intent t###I-intent look###I-intent so###I-intent blurry###I-intent|adjust
even###B-action out###B-value the###I-intent man###I-mask s###I-mask skin###I-mask tone###B-attribute (###B-intent the###I-intent shadows###I-intent currently###I-intent make###I-intent it###I-intent appear###I-intent uneven###I-intent )###I-intent|adjust
remove###B-action the###I-mask net###B-mask in###I-mask the###I-mask foreground###I-mask that###I-mask blocks###I-mask the###I-mask sight###I-mask of###I-mask the###I-mask camera###I-mask|delete
remove###B-action all###B-mask nets###I-mask in###I-mask the###I-mask background###I-mask behind###I-mask the###I-mask player###I-mask|delete
change###B-action the###I-mask floor###I-dstobject of###I-mask the###I-mask tennis###I-dstobject court###I-dstobject to###O a###O professional###B-dstobject tennis###I-dstobject court###I-dstobject floor###I-dstobject (###I-dstobject eg###I-dstobject red###I-dstobject sand###I-dstobject )###I-dstobject|replace
add###B-action spectators###B-mask at###I-mask the###I-mask left###I-mask side###I-mask on###I-mask the###I-mask small###I-mask hill###I-mask|add
change###B-action the###I-mask standing###I-mask position###I-mask of###I-mask the###I-mask player###I-mask because###B-intent right###I-intent now###I-intent it###I-intent looks###I-intent a###I-intent bit###I-intent clumsy###I-intent|move
remove###B-action net###B-mask in###I-mask the###I-mask foreground###I-mask directly###I-mask in###I-mask front###I-mask of###I-mask the###I-mask camera###I-mask lens###I-mask|delete
also###O remove###B-action the###I-mask net###B-mask and###I-mask fence###I-mask in###I-mask the###I-mask background###I-mask behind###I-mask the###I-mask player###I-mask|delete
replace###B-action the###I-mask ground###B-mask of###I-mask the###I-mask court###I-mask by###O a###O professional###B-dstobject tenniscourt###I-dstobject like###I-dstobject red###I-dstobject sand###I-dstobject|replace
replace###B-action the###I-mask green###B-mask grass###I-mask on###I-mask the###I-mask left###I-mask side###I-mask behind###I-mask the###I-mask player###I-mask with###O an###B-dstobject audience###I-dstobject of###I-dstobject people###I-dstobject and###I-dstobject tribunes###I-dstobject|replace
change###B-action the###I-mask way###I-mask the###I-mask player###I-mask is###I-mask standing###I-mask especially###B-mask the###I-mask feet###I-mask because###B-intent like###I-intent this###I-intent it###I-intent looks###I-intent clumsy###I-intent|move
expose###B-attribute for###O the###B-mask face###B-intent face###B-intent is###I-intent too###I-intent dark###I-intent|adjust
put###B-comment lens###I-comment closer###I-comment to###I-comment the###I-comment fense###I-comment you###I-comment are###I-comment shooting###I-comment thru###I-comment that###I-comment will###I-comment make###I-comment a###I-comment lot###I-comment of###I-comment it###I-comment dissapear###I-comment|comment
crop###B-action tighter###B-value|crop
shoot###B-comment from###I-comment a###I-comment lower###I-comment anggle###I-comment|comment
be###B-comment carful###I-comment of###I-comment the###I-comment background###I-comment something###I-comment is###I-comment growing###I-comment out###I-comment of###I-comment his###I-comment head###I-comment|comment
increase###B-action brightness###B-attribute at###B-mask top###I-mask of###I-mask image###I-mask|adjust
the###B-comment fence###I-comment should###I-comment not###I-comment be###I-comment in###I-comment picture###I-comment it###I-comment is###I-comment out###I-comment of###I-comment focus###I-comment picture###I-comment should###I-comment have###I-comment been###I-comment taken###I-comment behind###I-comment fence###I-comment|comment
increase###B-action brightness###B-attribute around###B-mask person###I-mask near###I-mask head###I-mask|adjust
too###O much###O distraction###B-mask in###I-mask back###I-mask eliminate###B-action some###O|delete
focus###B-attribute on###B-value just###I-value the###I-intent person###I-mask make###B-intent them###I-intent the###I-intent focal###I-intent point###I-intent of###I-intent the###I-intent picture###I-intent|adjust
white###B-attribute balance###I-attribute correction###B-action|adjust
increase###B-action brightness###B-attribute|adjust
crop###B-action table###B-mask out###B-value of###I-value picture###I-value|crop
sharpen###B-attribute image###B-mask|adjust
increase###B-action vibrance###B-attribute saturation###I-attribute|adjust
too###B-intent much###I-intent orange###I-intent red###I-intent cast###B-attribute tone###B-action down###O cast###B-attribute to###O more###B-value natural###I-value skin###I-value color###I-value|adjust
subjects###B-mask are###I-intent blurry###I-intent focus###B-attribute subjects###B-mask|adjust
composition###B-comment seems###I-comment off###I-comment are###I-comment flowers###I-comment subject###I-comment or###I-comment females###I-comment|comment
cut###B-action our###B-value foreground###B-mask too###B-intent much###I-intent table###I-intent|crop
crop###B-action picture###B-mask drastically###B-value would###O crop###B-action out###B-value table###B-mask and###I-mask purses###I-mask and###I-mask turn###B-action picture###B-mask into###O landscape###B-value mode###I-value|rotate
sharpen###B-attribute image###B-mask|adjust
color###B-attribute correct###B-action to###B-intent remove###I-intent orange###I-intent|adjust
lighten###B-attribute image###B-mask|adjust
remove###B-action clutter###B-mask on###I-mask the###I-mask table###I-mask|delete
blur###B-attribute the###I-mask area###B-mask around###I-mask the###I-mask subject###I-mask|adjust
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
the###B-comment image###I-comment is###I-comment too###I-comment centered###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
the###B-intent picture###I-intent looks###I-intent a###I-intent little###I-intent grainy###B-attribute make###B-action it###O less###B-value grainy###B-attribute|adjust
the###B-mask food###I-mask needs###O to###O be###O more###B-value brighter###O so###O it###O doesn###O t###O blend###O together###O add###B-action more###B-value contrast###B-attribute|adjust
make###B-action more###B-value of###O a###O contrast###B-attribute between###B-mask the###I-mask food###I-mask on###I-mask the###I-mask table###I-mask and###I-mask the###I-mask table###I-mask cloth###I-mask|adjust
make###B-action the###B-mask overall###I-mask picture###I-mask more###B-value brighter###B-attribute|adjust
sharpen###B-attribute the###I-mask food###I-mask in###I-mask the###I-mask pictures###I-mask|adjust
remove###B-action the###I-mask glass###I-mask structure###I-mask on###I-mask the###I-mask right###I-mask|delete
make###B-action the###O pavers###B-mask red###B-attribute|adjust
make###B-action the###O building###B-mask red###B-attribute brick###B-mask|adjust
trim###B-action the###O windows###B-mask in###I-mask white###I-mask|crop
make###B-action the###O doughnut###B-mask he###I-mask eating###I-mask a###B-dstobject slice###I-dstobject of###I-dstobject pepperoni###I-dstobject pizza###I-dstobject|replace
would###O it###O be###O possible###O to###O sharpen###B-attribute the###O building###B-mask|adjust
can###O you###O make###B-action the###O bricks###B-mask a###B-value little###I-value more###I-value red###B-attribute|adjust
would###O it###O be###O possible###O to###O remove###B-action the###I-mask cars###B-mask from###I-mask the###I-mask picture###I-mask|delete
can###O you###O make###B-action it###O so###O the###I-destination man###B-mask is###O centered###B-destination in###I-destination the###I-destination picture###I-destination|move
can###O you###O remove###B-action the###I-mask white###B-mask crumb###I-mask from###I-mask the###I-mask top###I-mask of###I-mask the###I-mask donut###I-mask|delete
he###B-intent looks###I-intent hot###I-intent so###O can###O you###O put###B-action a###B-value little###I-value redness###B-attribute into###O his###B-mask cheeks###I-mask|adjust
the###B-comment guy###I-comment s###I-comment hair###I-comment could###I-comment be###I-comment combed###I-comment better###I-comment|comment
he###B-comment could###I-comment look###I-comment more###I-comment humorous###I-comment or###I-comment smile###I-comment more###I-comment|comment
the###B-comment background###I-comment and###I-comment restaurants###I-comment and###I-comment buildings###I-comment in###I-comment general###I-comment could###I-comment be###I-comment more###I-comment appealing###I-comment|comment
you###B-comment could###I-comment see###I-comment more###I-comment of###I-comment the###I-comment area###I-comment around###I-comment him###I-comment|comment
you###B-comment could###I-comment show###I-comment off###I-comment more###I-comment culture###I-comment in###I-comment the###I-comment photo###I-comment such###I-comment as###I-comment maybe###I-comment he###I-comment is###I-comment a###I-comment tourist###I-comment|comment
please###O open###B-action the###O eye###B-mask which###I-mask is###I-mask winking###I-mask|transform
replace###B-action his###O donut###B-mask with###O a###I-intent waffle###B-dstobject so###B-intent he###I-intent can###I-intent feel###I-intent like###I-intent a###I-intent tough###I-intent guy###I-intent|replace
give###B-action him###B-mask a###O leather###B-mask jacket###I-mask like###B-intent the###I-intent men###I-intent in###I-intent the###I-intent wild###I-intent west###I-intent|add
smash###B-action out###B-value some###B-mask of###I-mask the###I-mask windows###I-mask behind###I-mask him###I-mask|other
please###O change###B-action the###O sign###B-mask behind###I-mask him###I-mask so###B-intent it###I-intent says###I-intent gambling###B-dstobject hall###I-dstobject|replace
make###B-action the###I-intent cream###I-mask coming###I-mask out###I-mask of###I-mask the###I-intent donut###I-mask the###I-intent same###I-intent colour###B-attribute as###B-intent the###I-intent chocolate###I-intent|adjust
erase###B-action the###O earbud###B-mask cable###I-mask around###I-mask his###I-mask neck###I-mask|delete
erase###B-action the###I-mask sandwich###B-mask board###I-mask in###I-mask the###I-mask background###I-mask|delete
soften###B-attribute the###B-mask face###I-mask|adjust
blur###B-attribute the###I-mask area###I-mask around###I-mask the###I-mask guy###I-mask parts###B-mask of###I-mask the###I-mask cars###I-mask so###B-intent that###I-intent it###I-intent doesn###I-intent t###I-intent stand###I-intent out###I-intent as###I-intent much###I-intent|adjust
please###O change###B-action the###I-mask color###B-attribute of###O both###B-mask buses###I-mask to###O dark###B-value blue###I-value and###O add###B-action a###B-mask rainbow###I-mask banner###I-mask where###I-mask the###I-mask advertisement###I-mask is###I-mask on###I-mask the###I-mask bus###I-mask in###I-mask front###I-mask|add
please###O change###B-action the###I-mask color###B-attribute of###O the###I-mask bus###I-mask in###I-mask front###I-mask to###I-mask bright###B-value pink###I-value and###O change###B-action the###I-mask number###B-mask on###I-mask the###I-mask bus###I-mask digital###I-mask sign###I-mask to###I-mask 26###B-dstobject also###O add###B-action a###O breast###B-mask cancer###I-mask awareness###I-mask ribbon###I-mask to###I-mask the###I-mask red###I-mask backpack###I-mask|add
please###O darken###B-attribute the###I-mask background###I-mask to###O a###O twilight###B-value color###I-value and###O add###B-action the###I-mask eiffel###B-mask tower###I-mask lit###I-mask up###I-mask in###I-mask the###I-mask background###I-mask surrounded###I-mask by###I-mask multi###I-mask colored###I-mask fireworks###I-mask|add
please###O add###B-action a###O dragon###I-mask swooping###I-mask out###I-mask of###I-mask the###I-mask sky###I-mask with###I-mask its###I-mask talons###I-mask extented###I-mask like###I-mask it###I-mask is###I-mask about###I-mask to###I-mask pick###I-mask up###I-mask the###I-mask bus###I-mask and###I-attribute fly###I-mask off###I-mask with###I-mask it###I-mask please###O make###B-action the###I-mask dragon###I-mask blue###B-attribute and###I-attribute black###I-attribute with###I-mask purple###B-attribute on###B-mask the###I-mask tips###I-mask of###I-mask the###I-mask wings###I-mask|adjust
please###O remove###B-action all###B-mask people###I-mask from###O this###B-mask photo###I-mask and###O all###B-mask vehicles###I-mask except###I-mask the###I-mask one###I-mask bus###I-mask in###I-mask the###I-mask front###I-mask|delete
please###O remove###O all###B-mask clouds###I-mask from###O this###O photo###O and###I-dstobject replace###B-action with###O a###O moon###B-dstobject and###I-dstobject stars###I-dstobject darken###B-action the###B-mask sky###I-mask to###O a###O midnight###B-value blue###I-value color###B-attribute and###I-dstobject add###B-action in###O realistic###B-mask star###I-mask formations###I-mask|add
crop###B-action from###O the###I-mask left###I-mask side###I-mask in###I-mask to###I-mask but###I-mask not###I-mask including###I-mask the###I-mask light###I-mask pole###I-mask|crop
crop###B-action from###O the###I-mask top###I-mask down###I-mask to###I-mask above###I-mask the###I-mask light###I-mask fixture###I-mask on###I-mask the###I-mask pole###I-mask to###I-mask the###I-mask left###I-mask of###I-mask the###I-mask bus###I-mask|crop
soften###B-attribute the###I-mask glare###B-mask on###I-mask the###I-mask top###I-mask front###I-mask of###I-mask the###I-mask bus###I-mask|adjust
burn###B-attribute darken###I-attribute the###I-mask very###I-mask upper###I-mask left###I-mask corner###I-mask of###I-mask the###I-mask sky###I-mask to###B-intent balance###I-intent with###I-intent right###I-intent side###I-intent|adjust
sharpen###B-attribute the###B-mask overall###I-mask photo###I-mask slightly###B-value|adjust
sharpen###B-attribute the###B-mask image###I-mask|adjust
crop###B-action it###B-mask|crop
decrease###B-action saturation###B-attribute|adjust
add###B-action a###O warm###B-value hue###B-attribute|adjust
apply###B-action a###O blur###B-attribute to###O the###B-mask background###I-mask|apply
remove###B-action red###B-mask car###I-mask in###I-mask street###I-mask to###I-mask the###I-mask right###I-mask of###I-mask bus###I-mask|delete
shop###B-action in###I-mask another###B-mask newer###I-mask car###I-mask in###I-mask place###I-mask of###I-mask the###I-mask one###I-value removed###I-mask not###B-value a###I-value red###I-value one###I-value|add
clean###B-action up###I-action front###B-mask of###I-mask building###I-mask to###I-mask right###I-mask of###I-mask bus###I-mask looks###B-intent too###I-intent dirty###I-intent|other
brighten###B-attribute up###B-value entire###B-mask picture###I-mask|adjust
remove###B-action person###B-mask standing###I-mask in###I-mask street###I-mask next###I-mask to###I-mask red###I-mask car###I-mask|delete
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
the###B-comment image###I-comment is###I-comment not###I-comment centered###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
crop###B-action the###I-intent bottom###I-mask of###I-intent the###I-intent photo###I-mask up###I-mask to###I-mask his###I-mask hands###I-mask so###B-intent that###I-intent most###I-intent of###I-intent the###I-intent bike###I-intent is###I-intent not###I-intent visible###I-intent|crop
crop###B-action the###I-intent right###I-mask side###I-mask of###I-mask the###I-intent picture###I-mask so###B-intent that###I-intent the###I-intent traffic###I-intent light###I-intent is###I-intent no###I-intent longer###I-intent visible###I-intent|crop
change###B-action the###I-intent color###B-attribute gradient###I-attribute of###O the###I-intent back###I-mask ground###I-mask to###B-intent a###O cooler###B-value blue###I-value hue###I-value to###B-intent make###I-intent the###I-intent subject###I-intent stand###I-intent out###I-intent more###I-intent|adjust
adjust###B-action the###B-mask contrast###B-attribute of###O the###B-mask background###I-mask to###B-intent make###I-intent it###I-intent less###I-intent prominent###I-intent|adjust
desaturate###B-attribute the###B-mask subject###I-mask so###B-intent that###I-intent he###I-intent looks###I-intent less###I-intent grainy###I-intent|adjust
lighten###B-attribute the###I-mask shadowing###I-mask on###I-mask the###I-mask mit###I-mask|adjust
make###B-action the###O pitcher###B-mask s###I-mask shadow###I-mask stand###B-value out###I-value more###I-value|adjust
increase###B-action color###B-attribute saturation###I-attribute|adjust
edit###B-action out###I-action the###I-mask white###I-mask cloth###I-mask on###I-mask the###I-mask mound###I-mask at###I-mask the###I-mask left###I-mask of###I-mask the###I-mask photo###I-mask|delete
decrease###B-action the###I-intent highlighting###B-attribute on###O the###I-intent pants###I-mask so###B-intent the###I-intent white###I-intent isn###I-intent t###I-intent blinding###I-intent|adjust
upper###B-comment right###I-comment corner###I-comment is###I-comment too###I-comment dark###I-comment|comment
lower###B-comment left###I-comment corner###I-comment is###I-comment too###I-comment bright###I-comment|comment
shadow###B-comment is###I-comment too###I-comment noticable###I-comment|comment
blurry###B-intent because###I-intent of###I-intent movement###I-intent sharpen###B-attribute the###I-mask person###I-mask in###I-mask the###I-mask photograph###I-mask|adjust
a###B-mask shaped###I-mask figure###I-mask on###I-mask the###I-mask left###I-mask hand###I-mask side###I-mask of###I-mask the###I-mask page###I-mask enhance###B-attribute or###B-value edit###B-action out###I-action|delete
please###O remove###B-action the###O shadows###B-mask it###I-intent makes###I-intent it###I-intent difficult###I-intent to###I-intent see###I-intent|delete
please###B-comment pull###I-comment back###I-comment on###I-comment the###I-comment photo###I-comment i###I-comment would###I-comment like###I-comment to###I-comment see###I-comment more###I-comment of###I-comment the###I-comment baseball###I-comment field###I-comment to###I-comment see###I-comment the###I-comment pitchers###I-comment body###I-comment in###I-comment relation###I-comment to###I-comment home###I-comment plate###I-comment|comment
please###O remove###B-action the###I-mask drawing###B-mask of###I-mask what###I-mask looks###I-mask like###I-mask a###I-mask bat###I-mask in###I-mask the###I-mask back###I-mask it###B-intent s###I-intent distracting###I-intent|delete
the###B-comment pitchers###I-comment face###I-comment looks###I-comment grainy###I-comment and###I-comment hard###I-comment to###I-comment see###I-comment|comment
the###I-comment picture###I-comment is###I-comment more###I-comment of###I-comment grass###I-comment then###I-comment the###I-comment pitcher###I-comment the###I-comment pitcher###I-comment should###I-comment be###I-comment the###I-comment focus###I-comment|comment
please###O make###B-action the###B-mask man###I-mask s###I-mask shadow###I-mask shorter###B-value|adjust
would###O you###O make###B-action the###I-dstobject man###O a###O player###B-dstobject for###I-dstobject the###I-dstobject red###I-dstobject sox###I-dstobject rather###O than###O an###O angel###B-mask s###I-mask pitcher###I-mask|replace
please###O add###B-action a###O cigarette###B-mask into###I-mask the###I-mask man###I-mask s###I-mask mouth###I-mask|add
please###O replace###B-action the###I-mask angel###B-mask s###I-dstobject symbol###I-dstobject on###I-mask the###I-mask pitcher###I-mask s###I-dstobject mound###I-mask with###O a###B-dstobject mason###I-dstobject s###I-dstobject symbol###I-dstobject|replace
please###O take###O replace###B-action the###O man###B-mask s###I-mask cleats###I-mask with###O army###B-dstobject boots###I-dstobject|replace
what###B-comment base###I-comment is###I-comment the###I-comment player###I-comment in###I-comment|comment
face###B-comment is###I-comment not###I-comment clear###I-comment|comment
give###B-comment better###I-comment view###I-comment of###I-comment where###I-comment the###I-comment ball###I-comment is###I-comment going###I-comment|comment
i###O would###O make###B-action roger###B-mask stand###B-intent out###I-intent more###I-intent in###I-intent the###I-intent foreground###I-intent and###I-intent the###I-intent background###I-intent less###I-intent clear###I-intent|adjust
add###B-action more###B-value blues###B-mask and###I-mask greens###I-mask to###B-intent the###I-mask tennis###I-mask area###I-mask to###B-intent bright###I-intent it###I-intent|add
get###O rid###B-action of###I-mask some###B-mask of###I-mask the###I-mask blurriness###I-mask around###I-mask his###I-mask face###I-mask and###O try###B-intent to###I-intent clear###I-intent it###I-intent up###I-intent more###I-intent|delete
try###O to###O make###B-action the###I-intent tennis###B-mask ball###I-mask stand###B-intent out###I-intent more###I-intent as###I-intent well###I-intent so###I-intent it###I-intent looks###I-intent more###I-intent like###I-intent it###I-intent is###I-intent in###I-intent the###I-intent foreground###I-intent with###I-intent roger###I-intent and###I-intent less###I-intent like###I-intent it###I-intent is###I-intent going###I-intent behind###I-intent him###I-intent|adjust
i###B-comment would###I-comment make###I-comment the###I-comment guy###I-comment between###I-comment rogers###I-comment legs###I-comment like###I-comment bright###I-comment and###I-comment defined###I-comment send###I-comment him###I-comment to###I-comment the###I-comment background###I-comment more###I-comment|comment
apply###B-action a###O gaussian###B-attribute blur###I-attribute to###O the###B-mask background###I-mask|apply
sharpen###B-attribute the###B-mask tennis###I-mask racket###I-mask|adjust
increase###B-action contrast###B-attribute|adjust
sharpen###B-attribute the###B-mask ball###I-mask|adjust
remove###B-action the###I-mask person###B-mask sitting###I-mask on###I-mask the###I-mask court###I-mask|delete
edit###B-action out###I-mask photographer###B-mask s###I-mask feet###I-mask that###I-mask are###I-mask sticking###I-mask out###I-mask from###I-mask the###I-mask banner###I-mask|delete
edit###B-action out###I-action official###B-mask who###I-mask is###I-mask partially###I-mask seen###I-mask between###I-mask tennis###I-mask player###I-mask s###I-mask legs###I-mask|delete
sharpen###B-action clarity###B-attribute of###O the###O tennis###B-mask ball###I-mask|adjust
make###B-action the###B-mask court###I-mask and###I-mask banner###I-mask a###O slightly###B-value darker###B-value shade###I-value of###O blue###B-attribute|adjust
edit###B-action out###I-action the###I-mask blue###B-mask handrails###I-mask that###I-mask are###I-mask behind###I-mask the###I-mask tennis###I-mask ball###I-mask|delete
bring###B-action the###B-mask ball###I-mask into###O betyer###B-value focus###B-attribute|adjust
make###B-action the###O ball###B-mask brighter###B-attribute|adjust
make###B-action the###B-mask photo###I-mask less###B-value grainy###B-attribute|adjust
make###B-action the###B-mask colors###I-mask more###B-value vibrant###B-attribute|adjust
blurr###B-attribute the###I-mask poeple###I-mask out###I-mask in###I-mask the###I-mask baxk###I-mask|adjust
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
the###B-comment image###I-comment is###I-comment too###I-comment centered###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
the###B-mask photo###I-mask contrast###B-action needs###B-attribute to###O be###O less###B-value|adjust
change###B-action ceiling###B-mask lights###I-mask to###O pendants###B-dstobject|replace
make###B-action the###I-mask light###B-mask from###I-mask the###I-mask pendants###I-mask white###B-attribute|adjust
change###B-action cabinets###B-mask to###O light###B-attribute brown###I-attribute|adjust
change###B-action appliances###B-mask to###O black###B-attribute|adjust
remove###B-action floral###B-mask wallpaper###I-mask and###I-mask trim###I-mask in###I-mask red###I-mask to###B-intent match###I-intent next###I-intent room###I-intent|delete
darken###B-attribute the###B-mask two###I-mask kitchen###I-mask lights###I-mask or###O make###B-intent them###I-intent more###I-intent subtle###I-intent|adjust
remove###B-action yellow###B-mask post###I-mask it###I-mask sticky###I-mask notes###I-mask|delete
blur###B-action or###O take###B-intent focus###I-intent away###I-intent from###I-intent background###B-mask cabinets###I-mask and###I-mask room###I-mask|adjust
darken###B-attribute times###B-mask displayed###I-mask on###I-mask oven###I-mask and###I-mask microwave###I-mask very###B-intent distracting###I-intent|adjust
darken###B-attribute the###B-mask dining###I-mask room###I-mask light###I-mask slightly###B-value|adjust
focus###B-attribute mom###B-mask and###I-mask son###I-mask they###B-intent are###I-intent blurry###I-intent|adjust
darken###B-attribute oven###B-mask window###I-mask it###B-intent is###I-intent distracting###I-intent|adjust
lessen###B-action the###O brightness###B-attribute of###O the###O recessed###B-mask lighting###I-mask|adjust
straighten###B-action tilt###B-attribute so###B-intent doorway###I-intent is###I-intent vertical###I-intent|rotate
brighten###B-action the###B-mask white###B-attribute of###O the###B-mask kitchen###I-mask and###O darken###B-action the###B-mask green###B-attribute of###O shirt###B-mask to###B-intent add###I-intent contrast###I-intent|adjust
please###O fix###B-action the###I-mask section###I-mask of###I-mask the###I-mask picture###I-mask of###I-mask the###I-mask woman###I-mask s###I-mask hands###I-mask it###O is###O blurry###B-attribute|adjust
the###B-mask background###I-mask is###B-intent very###I-intent dim###I-intent please###O brighten###B-attribute|adjust
if###O possible###O edit###B-action out###I-action the###I-mask back###I-mask section###I-mask leading###I-mask into###I-mask the###I-mask other###I-mask room###I-mask|delete
the###B-mask colors###I-mask of###I-mask his###I-mask tie###I-mask are###O very###O blurry###B-attribute please###O fix###B-action|adjust
please###O get###O rid###B-action of###O the###I-mask bottom###I-mask portion###I-mask showing###I-mask the###I-mask oven###I-mask|delete
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
the###B-comment image###I-comment is###I-comment not###I-comment centered###I-comment|comment
remove###B-action male###B-mask arm###I-mask from###O pic###B-mask|delete
fix###B-action distortion###O of###O blue###B-attribute backing###O by###O the###O fence###O|adjust
replace###B-action name###B-mask of###I-mask ball###I-mask players###I-mask jersey###I-mask to###O something###B-dstobject generic###I-dstobject ie###I-dstobject :###I-dstobject john###I-dstobject smith###I-dstobject roofing###I-dstobject|replace
add###B-action umpire###B-mask behind###I-mask boy###I-mask catching###I-mask|add
add###B-action some###B-mask more###I-mask bystanders###I-mask watching###I-mask the###I-mask game###I-mask|add
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
the###B-comment image###I-comment is###I-comment not###I-comment centered###I-comment|comment
